序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
447,第一幕·场景2,a1s2,70,a,Amicus,台词,"""Speaking of pets, remember that your role has changed and you should consider yourself to be an equal amongst the siblings.""","""说到宠物，记住你已经不同以往了，你应该顾及自己与Siblings平等的身份。"""
448,第一幕·场景2,a1s2,71,m,主角(MC),台词,"""Okay...""","""好吧..."""
449,第一幕·场景2,a1s2,72,,,旁白,"I narrow my eyes, not sure exactly where this is going.",我眯起眼睛，不确定他到底什么意思。
450,第一幕·场景2,a1s2,74,a,Amicus,台词,"""Optics are a very large part of politics and perhaps you should consider carrying yourself in a more... formal way compared to when we are in private.""","""视觉效果在政治中起到至关重要的作用，相比你我私下的相处方式，也许你应该考虑让自己变得...更正式些。"""
451,第一幕·场景2,a1s2,75,,,旁白,"I mull that over for a moment, then feel my face get a little hot as I realize that Amicus is telling me not to embarrass him with PDA.",我琢磨了一会，顿时感到脸开始微微发烫，因为我意识到Amicus是想告诉我不要用{b}秀恩爱{/b}的方式让他难堪。
452,第一幕·场景2,a1s2,76,,,旁白,"I instinctively want to become defensive, to tell Amicus that this is just another one of {i}his{/i} issues, but...",我本能地想要为自己辩护，对Amicus说这不过是{b}他{/b}众多问题中的一个，可...
453,第一幕·场景2,a1s2,77,,,旁白,"No, this really is an important part of politics.",不，这确实是政治的重要组成部分。
454,第一幕·场景2,a1s2,78,,,旁白,"It's an important part of life, actually.",事实上，这也是生活的重要组成部分。
455,第一幕·场景2,a1s2,79,,,旁白,I can't just haphazardly plant kisses and rub Amicus's body in public like that.,我不能在公共场合随意地亲吻和抚摸Amicus。
456,第一幕·场景2,a1s2,80,,,旁白,"I mean, I think I already would have known this, but it's an odd thing to hear Amicus say it.",我想自己已经有所察觉了，但听到Amicus亲口说出来，心里还真不是滋味。
457,第一幕·场景2,a1s2,81,,,旁白,"I clear my throat, hoping I don't look as red as I feel.",我清了清嗓子，希望脸看起来没有感觉的那么红。
458,第一幕·场景2,a1s2,82,m,主角(MC),台词,"""Oh yeah, of course. I remember my formal stance.""","""说的没错，放心，我记得在正式场合的姿势。"""
459,第一幕·场景2,a1s2,83,,,旁白,I clasp my hands in front of me.,我把双手紧握在身前。
460,第一幕·场景2,a1s2,84,a,Amicus,台词,"""When we arrive at our imperial villas, it will be different.""","""坚持到皇家别墅。"""
461,第一幕·场景2,a1s2,86,a,Amicus,台词,"""You can do whatever you'd like to me, then.""","""之后你就可以对我为所欲为了。"""
462,第一幕·场景2,a1s2,87,m,主角(MC),台词,"""Yeah, definitely.""","""嗯，当然。"""
463,第一幕·场景2,a1s2,89,,,旁白,"My failure to banter back like usual isn't lost on Amicus and the silence becomes awkward, something that doesn't happen very often these days.",我没有回以一贯的玩笑，Amicus也没有注意到，对话就此陷入了近来少有的尴尬沉默中。
464,第一幕·场景2,a1s2,90,,,旁白,I'm not sure why I feel so deflated.,我不知道自己为什么感到如此沮丧。
465,第一幕·场景2,a1s2,91,,,旁白,I suppose it could be because I didn't really process the fact until now that this could be a glimpse into my future life with Amicus.,也许是因为直到现在我才意识到，这是我和Amicus未来生活的一个缩影。
466,第一幕·场景2,a1s2,92,,,旁白,Lots of formalities.,繁文缛节。
467,第一幕·场景2,a1s2,93,,,旁白,"I'd accepted this fact months ago, along with the fact that it's very likely that I won't ever feel at home.",几个月前我就接受了这个事实，同时还有一点，即我可能永远都不会有家的感觉了。
468,第一幕·场景2,a1s2,94,,,旁白,Both on Adastra {i}and{/i} on Earth.,不管是在阿达斯特拉，{b}还是{/b}在地球。
469,第一幕·场景2,a1s2,96,a,Amicus,台词,"""I'm sorry if I said something foolish again. It's just that with politics you must think of both--""","""对不起，我好像又说蠢话了。但在政治上，我必须面面俱到-"""
470,第一幕·场景2,a1s2,97,m,主角(MC),台词,"""No, no, you're fine. It's a time-and-place sort of thing. It's just... Well, I hope I'm able to do things right and that I don't screw up and embarrass you somehow.""","""不，不，没什么的，场合问题而已。只是...唉，希望我不会搞砸，让你难堪。"""
471,第一幕·场景2,a1s2,99,a,Amicus,台词,"""[mc], if you manage to embarrass me half as much as I embarrass myself, I will be genuinely impressed.""","""[mc]，如果你让我尴尬的程度能达到我自己一半水平的话，我会对你刮目相看的。"""
472,第一幕·场景2,a1s2,100,,,旁白,I think Amicus is underestimating my abilities.,我想Amicus低估了我的能力。
473,第一幕·场景2,a1s2,101,m,主角(MC),台词,"""Well, I'd like to not embarrass you at all. You already have enough to worry about without me causing problems with stuff like optics. I honestly should probably stay in the villa until you finish all the important stuff.""","""好吧，我还是宁愿不让你尴尬。抛开由我引起的视觉效果之类的麻烦，需要你操心的东西已经够多了。老实说，也许我应该躲在别墅里，直到你把重要的工作都完成。"""
474,第一幕·场景2,a1s2,102,,,旁白,"I'm genuinely trying to offer a realistic solution, but I can't help but feel that it's coming off as bitter.",我是真心想要提供一个现实的解决方案，却不禁觉得这会导致不好的后果。
475,第一幕·场景2,a1s2,103,,,旁白,Amicus clearly thinks the same.,Amicus显然也有同感。
476,第一幕·场景2,a1s2,105,a,Amicus,台词,"""Listen, we didn't go to hell and back only for you to then be hidden away like a bad secret. You are important, and not only to me, but all of Adastra. Public gaffes are not enough to change that.""","""听着，我们历经劫难，可不是为了把你像个难以启齿的秘密一样藏起来的。你很重要，不仅是对我，更是对整个阿达斯特拉而言。在公开场合失态不足以撼动这一点。"""
477,第一幕·场景2,a1s2,106,,,旁白,We finally reach the shore at that moment and Amicus helps me out of the craft.,就在此时，我们终于抵达了岸边，Amicus帮助我下了船。
478,第一幕·场景2,a1s2,108,m,主角(MC),台词,"""Alright, but you know, in {i}Adastra: A History{/i}, they talked about a few emperors that couldn't adjust to the formalities of the position and abdicated, or even, uh, 'descended into insanity' and became mad kings. Are {i}you{/i} doing alright?""","""好吧，不过你知道吗？在{b}阿达斯特拉：一段历史{/b}中，记载了几位因无法适应礼节而退位，甚至，呃，‘精神错乱’的疯狂皇帝。{b}你{/b}真的不要紧吗？"""
479,第一幕·场景2,a1s2,110,a,Amicus,台词,"""Please, [mc]. My mind is not so weak that I cannot handle the duties expected of me since birth.""","""拜托，[mc]。我的意志还没有弱到不能胜任自出生以来就被寄予的厚望。"""
480,第一幕·场景2,a1s2,112,a,Amicus,台词,"""And are you referring to Emperor Lucius, the one that married and divorced every week because he was too impotent to bare children?""","""你说的是皇帝Lucius吗？那个无能到生不了孩子，每周都在结婚和离婚中度过的家伙？"""
481,第一幕·场景2,a1s2,114,,,旁白,"Amicus laughs loudly, and I just stare at him.",Amicus大笑了起来，而我只是瞪着他。
482,第一幕·场景2,a1s2,115,m,主角(MC),台词,"""Okay, first of all, it has nothing to do with weakness, and if you {i}do{/i} feel like you're crumbling under the pressure, tell me. Promise me that.""","""首先，这不是弱不弱的问题。答应我，如果你{b}感觉{/b}承受不住压力了，一定要告诉我。"""
483,第一幕·场景2,a1s2,116,,,旁白,My tone brings Amicus's bravado crashing down like I hoped it would.,我的语气令Amicus的虚张声势如我希望的那般瓦解了。
484,第一幕·场景2,a1s2,118,a,Amicus,台词,"""Yes, of course, just trying to add a touch of levity--""","""好啦，我只是想活跃一下气氛-"""
485,第一幕·场景2,a1s2,119,m,主角(MC),台词,"""Secondly, yes, I was talking about Lucius, and yes, he was real self-conscious about his dick not working to the point that he revived execution by immolation to punish anyone he thought might have mentioned it.""","""其次，我的确说的是Lucius。还有没错，他对自己无能的老二很有自知之明，乃至恢复了火刑，以惩罚那些他觉得嘲笑过他的人。"""
486,第一幕·场景2,a1s2,121,a,Amicus,台词,"""Ah yes, I believe anything phallic was enough to send him into a rage.""","""是的，相信任何与阳具有关的东西都足以令他暴跳如雷。"""
487,第一幕·场景2,a1s2,122,m,主角(MC),台词,"""It's a very Adastran story.","""很有阿达斯特拉风格的故事。"""
488,第一幕·场景2,a1s2,124,a,Amicus,台词,"""Though I do not remember mention of deaths by burning. Perhaps you are confusing his era with an earlier one?""","""不过我不记得里面有提到火刑啊，是不是和之前的年代搞混了？"""
489,第一幕·场景2,a1s2,125,,,旁白,"I open my mouth to deny that I am, but then I remember that I'd heard that particular piece of information in the Khemian rebuttal.",就在我张口否认之际，我突然想起这条信息是收录在克希米亚版本中的。
490,第一幕·场景2,a1s2,126,m,主角(MC),台词,"""M--maybe, either way, my earlier statement stands.""","""也-也许吧，总之，我之前的话是认真的。"""
491,第一幕·场景2,a1s2,128,a,Amicus,台词,"""Of course, and I feel that maybe this also applies to you in that you are feeling a bit under pressure at the moment?""","""放心。还有，我想这对你也适用，因为你现在好像有一点点压力？"""
492,第一幕·场景2,a1s2,129,,,旁白,I sigh.,我叹了口气。
493,第一幕·场景2,a1s2,130,m,主角(MC),台词,"""A little. I'm representing all of humanity, after all.""","""有点，毕竟我代表了全人类。"""
494,第一幕·场景2,a1s2,131,,,旁白,Amicus puts his arm around me as we walk toward the palace.,Amicus搂着我走向皇宫。
495,第一幕·场景2,a1s2,133,a,Amicus,台词,"""Trust me, this will all become easier once you've experienced your first day. It will just become a bit boring after that.""","""相信我，只要熬过第一天，一切就都简单了。就是之后会变得有些无聊。"""
496,第一幕·场景2,a1s2,135,m,主角(MC),台词,"""I prefer boring, these days.""","""现如今，我倒是更喜欢无聊。"""
497,第一幕·场景2,a1s2,137,a,Amicus,台词,"""Me too.""","""彼此彼此。"""
498,第一幕·场景2,a1s2,141,,,旁白,"I can tell that we're running pretty late even as Amicus takes his time getting ready, including fitting in another shower that he pulls me into.",看得出我们已经迟到很久了，可Amicus还是慢吞吞的，包括拉我去洗澡的时候。
499,第一幕·场景2,a1s2,142,,,旁白,"He assures me that because of the semi-formal nature of the trip, the schedule isn't all that strict.",他向我保证，由于这次旅行是半正式的，所以行程安排上不会太过严格。
500,第一幕·场景2,a1s2,143,,,旁白,"Of course, that doesn't really matter when others are waiting us.",当然，在有人等我们的时候例外。
501,第一幕·场景2,a1s2,144,,,旁白,Others like Virginia.,像是Virginia那种人。
502,第一幕·场景2,a1s2,146,,,旁白,She stares at us as we walk up to her.,她注视着我们走上前。
503,第一幕·场景2,a1s2,147,,,旁白,"The automatic carriage sits behind her, Neferu casually slouching in the front, busying himself with his tablet.",在她身后停着一辆自动马车，Neferu正懒洋洋地坐在前面的位置，忙活着手里的终端。
504,第一幕·场景2,a1s2,148,,,旁白,"As we come to a stop in front of her, Amicus keeps his arm around me, still in good spirits.",我们在她面前停住，Amicus始终紧搂着我，心情依然很不错。
505,第一幕·场景2,a1s2,149,,,旁白,Virginia seems to work her jaw for a moment before speaking.,Virginia似乎抖了抖下巴，然后才开口道：
506,第一幕·场景2,a1s2,150,v,Virginia,台词,"""You are {i}impressively{/i} late this time, Amicus, almost an hour in fact.""","""令人{b}叹为观止{/b}的迟到，Amicus。确切地说，你几乎晚了一个小时。"""
507,第一幕·场景2,a1s2,152,a,Amicus,台词,"""Sorry, Virginia, but unforeseen circumstances dictated that I take a dip in the lake. I then determined that being late was worth washing and grooming myself so that I may be presentable--""","""不好意思，Virginia。事发突然，我在湖里泡了泡。为了之后的体面，我决定自己应该洗个澡，打扮一下，这次迟到是值得-"""
