序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
1060,第一幕·场景2,a1s2,119,,,旁白,The computer asks in a slightly curious tone after a polite pause.,
1061,第一幕·场景2,a1s2,120,,,旁白,This is very odd.,
1062,第一幕·场景2,a1s2,121,,,旁白,"It's odd that it's speaking directly into my lingua; Com never did that, and I doubt he can.",
1063,第一幕·场景2,a1s2,122,,,旁白,But something else is even more strange about this computer that I'm trying to put my finger on.,
1064,第一幕·场景2,a1s2,123,m,Scipio,台词,"""Yes, I--I did not expect you to speak through my lingua. It was a bit startling.""",
1065,第一幕·场景2,a1s2,124,,,旁白,I would remember that bit of information if I came across it in my studies.,
1066,第一幕·场景2,a1s2,125,ahm,Ahm,台词,"""Apologies, Scipio. I was converted to lingua use only unless otherwise directed. This is to protect the privacy of all who use my services. Would you prefer auditory communication instead?""",
1067,第一幕·场景2,a1s2,126,m,Scipio,台词,"""No, this is fine.""",
1068,第一幕·场景2,a1s2,127,ahm,Ahm,台词,"""Very well.""",
1069,第一幕·场景2,a1s2,128,,,旁白,"I wonder the same thing that I wondered when I first saw this ship, the same thing Amicus questioned when we entered the stretch.",
1070,第一幕·场景2,a1s2,129,,,旁白,How is this possible?,
1071,第一幕·场景2,a1s2,130,,,旁白,It implies that the Khemians have learned how to access and manipulate the lingua directly.,
1072,第一幕·场景2,a1s2,131,,,旁白,"While this is impressive, it also rekindles my unease.",
1073,第一幕·场景2,a1s2,132,,,旁白,What else might they be able to do if they can fully access the tiny piece of machinery embedded in my brain?,
1074,第一幕·场景2,a1s2,133,,,旁白,Do we really know the extent of Khemian knowledge and power?,
1075,第一幕·场景2,a1s2,134,,,旁白,"Is it really possible to do such things alone, without Parental help?",
1076,第一幕·场景2,a1s2,135,,,旁白,"As I'm contemplating this, Ahm fills the silence, like a sapient noticing a lull in the conversation.",
1077,第一幕·场景2,a1s2,136,ahm,Ahm,台词,"""I can provide you with non-water methods to sanitize, if you wish. Unfortunately, our water reserves are limited.""",
1078,第一幕·场景2,a1s2,137,m,Scipio,台词,"""Er, no, no I'm fine. Thank you.""",
1079,第一幕·场景2,a1s2,138,ahm,Ahm,台词,"""You are welcome Scipio, and it's a pleasure meeting you.""",
1080,第一幕·场景2,a1s2,139,m,Scipio,台词,"""You as well...""",
1081,第一幕·场景2,a1s2,140,,,旁白,"I realize what bothers me about him, aside from accessing my neurotech without my consent or foreknowledge.",
1082,第一幕·场景2,a1s2,141,,,旁白,"With Com, I never considered him truly ""intelligent"".",
1083,第一幕·场景2,a1s2,142,,,旁白,I never once questioned if he had thoughts or feelings of his own while he communicated.,
1084,第一幕·场景2,a1s2,143,,,旁白,"I could say Com is comparatively stupid, but he's simply a program that consumes information, analyzes, then outputs sentences based on that information.",
1085,第一幕·场景2,a1s2,144,,,旁白,"This Khemian machine is something different, and I wonder how widespread it is on the jackal planet.",
1086,第一幕·场景2,a1s2,145,,,旁白,"The eerie atmosphere persists as I stare into the mirror, thinking about how something here isn't right.",
1087,第一幕·场景2,a1s2,146,,,旁白,"I banish the thought for now and adjust my robes, trying to keep my emotions under control.",
1088,第一幕·场景2,a1s2,147,,,旁白,Now is not the time.,
1089,第一幕·场景2,a1s2,148,,,旁白,"I can discuss it with Veteris, or maybe even Amicus later.",
1090,第一幕·场景2,a1s2,150,,,旁白,"With that in mind, I look into the mirror one last time to assess the state of my facial fur before tapping the panel and stepping out into the corridor.",
1091,第一幕·场景2,a1s2,155,m,Scipio,台词,"""Oh!""",
1092,第一幕·场景2,a1s2,157,,,旁白,Why is he still here?,
1093,第一幕·场景2,a1s2,158,,,旁白,It has to have been at least fifteen minutes.,
1094,第一幕·场景2,a1s2,160,n,Neferu,台词,"""Ah! Er, hello...""",
1095,第一幕·场景2,a1s2,161,,,旁白,"I had jumped just like Neferu, and now I quickly smooth down my robe, a gesture meant to cover up my reaction, but one that only makes it all the more obvious.",
1096,第一幕·场景2,a1s2,162,,,旁白,Had he been trying to listen through the door?,
1097,第一幕·场景2,a1s2,163,,,旁白,"Either way, it puts me on guard.",
1098,第一幕·场景2,a1s2,164,m,Scipio,台词,"""Hello...""",
1099,第一幕·场景2,a1s2,165,,,旁白,"I pause, trying to think of something to say, but I can't think of anything, so I simply ask what would be most normal in this situation.",
1100,第一幕·场景2,a1s2,166,m,Scipio,台词,"""Did you need the lavatory?""",
1101,第一幕·场景2,a1s2,168,n,Neferu,台词,"""No, just checking to see if you are well. You looked quite shaken up.""",
1102,第一幕·场景2,a1s2,169,,,旁白,"As Neferu confirms the reason I thought he might be lingering here, I can't help just a small flash of irritation.",
1103,第一幕·场景2,a1s2,170,,,旁白,"He's looking after me, which is kind and generous of him, as he has no obligation to do so.",
1104,第一幕·场景2,a1s2,171,,,旁白,"But it certainly makes me appear childish, him looking after me this closely.",
1105,第一幕·场景2,a1s2,172,,,旁白,Perhaps even suspicious.,
1106,第一幕·场景2,a1s2,173,,,旁白,"I adjust my expression to appear more serious, but also calm.",
1107,第一幕·场景2,a1s2,174,,,旁白,"A cool, emotionless look.",
1108,第一幕·场景2,a1s2,176,m,Scipio,台词,"""I am fine, thank you, Neferu. Please, do not worry so much for my well-being. I do not wish to be the reason for you neglecting your own duties.""",
1109,第一幕·场景2,a1s2,178,,,旁白,The look on Neferu's face is hard to describe.,
1110,第一幕·场景2,a1s2,179,,,旁白,"It's not a pleasant look, and it's enough to throw me off despite him not saying anything.",
1111,第一幕·场景2,a1s2,180,,,旁白,"Another moment of silence passes, and I begin to think over Khemian etiquette, wondering if I violated a taboo of some kind.",
1112,第一幕·场景2,a1s2,181,,,旁白,"Of course, Neferu would be understanding of such things, but considering that we are not on Adastra anymore, perhaps he is less forgiving now.",
1113,第一幕·场景2,a1s2,182,,,旁白,"Just as I begin to open my own mouth to ask what the issue is, Neferu finally speaks.",
1114,第一幕·场景2,a1s2,184,n,Neferu,台词,"""I see. Very well. I shall leave you to attend to your own matters, then. Apologies for bruising your wolven pride.""",
1115,第一幕·场景2,a1s2,186,,,旁白,Neferu turns on his heel before briskly walking away.,
1116,第一幕·场景2,a1s2,188,,,旁白,"I stand there alone, the low hum of the ship's various moving parts the only sound filling the heavy silence while I try to understand what just happened.",
1117,第一幕·场景2,a1s2,189,,,旁白,I had acted within diplomatic norms.,
1118,第一幕·场景2,a1s2,190,,,旁白,"Really any interaction among diplomats is normal as long as only words are used, specifically the right words.",
1119,第一幕·场景2,a1s2,191,,,旁白,"Present an aura of civility, even if your primal instincts are telling you to knock the other's teeth out.",
1120,第一幕·场景2,a1s2,192,,,旁白,This was one of the main issues of pre-Drusus Adastra.,
1121,第一幕·场景2,a1s2,193,,,旁白,"Apparently wolven ""diplomats"" of the era routinely took swings at other Siblings, and even amongst themselves when they became angry, or offended.",
1122,第一幕·场景2,a1s2,194,,,旁白,"Despite this being over 10,000 years in the past, it is a reputation that still haunts us.",
1123,第一幕·场景2,a1s2,195,,,旁白,I suppose it is not helpful that our experimental attempts at a republic have resulted in brawls within the senate in just the past year.,
1124,第一幕·场景2,a1s2,196,,,旁白,"I'm sure footage of the fights was shown gleefully across the news channels of the other Siblings, showing that we haven't changed, that there's something innately wrong with our culture or even our species.",
1125,第一幕·场景2,a1s2,197,,,旁白,"While I might admit that wolven hubris has been the main hindrance throughout our history, I'm not going to allow myself to be treated as some sort of idiot savage.",
1126,第一幕·场景2,a1s2,198,,,旁白,"We have our own culture, our own language, our own universities--",
1127,第一幕·场景2,a1s2,200,,,旁白,"""{i}We witnessed it... We saw you bleed because of him... Perhaps he wishes to see you bleed even more?{/i}""",
1128,第一幕·场景2,a1s2,202,,,旁白,"--and despite my admiration for Khemia as a whole, they have their own issues with hubris.",
1129,第一幕·场景2,a1s2,203,,,旁白,Neferu is a clear example of that.,
1130,第一幕·场景2,a1s2,204,,,旁白,"""{i}Wolven pride...{/i}""",
1131,第一幕·场景2,a1s2,205,,,旁白,"The hackles along my shoulders begin to rise, and I work to contain myself.",
1132,第一幕·场景2,a1s2,206,,,旁白,What an odd and frankly childish thing for him to say.,
1133,第一幕·场景2,a1s2,207,,,旁白,"I suppose it was insensitive of me to act in such a manner toward someone who so recently called me a friend, but his reaction was clearly hostile... and hypocritical.",
1134,第一幕·场景2,a1s2,208,,,旁白,I suspect that he has issues deeper than his facade will ever admit.,
1135,第一幕·场景2,a1s2,209,,,旁白,But the unfamiliar anger in my mind dampens as I remember my duties.,
1136,第一幕·场景2,a1s2,210,,,旁白,Not even one hour into my mission and I'm already failing.,
1137,第一幕·场景2,a1s2,211,,,旁白,"I stand there for a while in silence, wavering as if on the edge of a cliff before gritting my teeth and clenching my paws into fists.",
1138,第一幕·场景2,a1s2,212,,,旁白,"No, none of this.",
1139,第一幕·场景2,a1s2,213,,,旁白,"Either I will succeed, or I will fail, but in both cases I will continue on and serve the empire, all for the greater good of Adastra.",
1140,第一幕·场景2,a1s2,214,,,旁白,I am not some wolven bitch for Khemians to look down upon and shake their heads at.,
1141,第一幕·场景2,a1s2,215,,,旁白,"So, pushing through the hurt and embarrassment and blinking past the blur of moisture in my eyes, I set off aimlessly, unsure of where to go, but just wanting to move.",
1142,第一幕·场景2,a1s2,216,,,旁白,I'm sure they'll summon me through Ahm if I'm needed.,
1143,第一幕·场景2,a1s2,217,,,旁白,"As I walk quickly through the corridor, I happen to glance out the windows, having forgotten about the nauseatingly bending light, and my stomach lurches instantly.",
1144,第一幕·场景2,a1s2,218,,,旁白,"But I'm still motivated by my sudden burst of furious confidence in myself, so I say in a low, stern voice;",
1145,第一幕·场景2,a1s2,219,m,Scipio,台词,"""No.""",
1146,第一幕·场景2,a1s2,220,,,旁白,"I force myself to continue looking while I walk, demanding my stomach to settle.",
1147,第一幕·场景2,a1s2,221,,,旁白,"Still, it doesn't appear that I have gained voluntary control over the mechanisms that dictate nausea in my body.",
1148,第一幕·场景2,a1s2,222,,,旁白,"Already irritated by my early failure, I force myself to continue staring.",
1149,第一幕·场景2,a1s2,223,,,旁白,"This is punishment for being unable to handle simple, easy things that no one else has difficulty handling.",
1150,第一幕·场景2,a1s2,224,,,旁白,It's similar to when I struggled with insomnia when I was first away from home at university.,
1151,第一幕·场景2,a1s2,225,,,旁白,"It had been disturbingly satisfying to tell my own body that it only had itself to blame for being so tired during lectures, and that maybe it should sleep next time.",
1152,第一幕·场景2,a1s2,226,,,旁白,"I do the same now, mentally sneering at my roiling stomach for being so weak that it can't handle the movement of light.",
1153,第一幕·场景2,a1s2,227,,,旁白,Neferu's assurances that others have a weak mind like my own is difficult to believe now.,
1154,第一幕·场景2,a1s2,228,,,旁白,He probably only says whatever he thinks I want--,
1155,第一幕·场景2,a1s2,229,,,旁白,My meandering thoughts are brought to a very sudden and rude end as my feet catch something on the floor and my paws flail out for something to grab.,
